sample,sse
sample_415,237.6242500735592
sample_416,309.3393456767806
sample_417,331.76341453118005
sample_418,295.7996175225892
sample_419,264.25105294382865
sample_420,278.18824129607606
sample_421,242.23031506166404
sample_422,236.80066820571486
sample_423,240.15884604333294
sample_424,263.50104402316873
sample_425,265.17954373709074
sample_426,255.0452927524493
sample_427,369.30664179077985
sample_428,270.73354126984873
sample_429,259.8461151422248
sample_430,368.59605910005473
sample_431,261.692528402472
sample_432,321.21691708847413
sample_433,237.819013891443
sample_434,294.246291328035
sample_435,316.0390142684772
sample_436,237.06552110671893
sample_437,265.3970873573882
sample_438,251.23354950941714
sample_439,253.32445654418981
sample_440,239.08161969770484
sample_441,267.21250541121003
sample_442,353.0071549444359
sample_443,252.41671305441616
sample_444,253.25056499426182
sample_445,252.75889823066655
sample_446,303.0795393151087
sample_447,236.48988068205728
sample_448,247.1428854599269
sample_449,297.68144555341786
sample_450,258.4639251814623
sample_451,313.6538411462143
sample_452,236.11061615019943
sample_453,243.25753530371065
sample_454,261.6611823432188
sample_455,319.8652861105361
sample_456,305.1845856431672
sample_457,235.00267505565014
sample_458,287.88579894214047
sample_459,241.28278141865277
sample_460,235.02442271762868
sample_461,240.8653342450276
sample_462,237.5255548981258
sample_463,234.91309638083345
sample_464,235.69039945305042
sample_465,296.8421764967288
sample_466,235.10950320682008
sample_467,234.69104517859515
sample_468,330.12722129399197
sample_469,240.34511252723232
sample_470,312.7476014668231
sample_471,235.77217555533343
sample_472,316.48775256835745
sample_473,234.37681187070234
sample_474,242.7423069939186
sample_475,236.3111258277234
sample_476,303.4395747796287
sample_477,238.2423975017542
sample_478,246.72220297400995
sample_479,271.0572972580873
sample_480,313.1710507038308
sample_481,235.67535012516484
sample_482,265.89944057023337
sample_483,256.3852838882732
sample_484,248.89935575295522
sample_485,292.19571427632
sample_486,274.0791748943282
sample_487,241.333838368892
sample_488,288.9453482770369
sample_489,288.71674792544394
sample_490,264.3841764066169
sample_491,321.67438588617335
sample_492,299.24070981890947
sample_493,314.0046760326014
sample_494,264.4909861701083
sample_495,263.845888266164
sample_496,258.36938546444117
sample_497,238.16486836052846
sample_498,288.5528612744536
sample_499,233.11297192434904
sample_500,313.2590362607341
sample_501,234.22186331688852
sample_502,233.38215245484673
sample_503,260.4524907008466
sample_504,233.32382998080323
sample_505,243.2755872487582
sample_506,248.8249784331827
sample_507,304.67650005961593
sample_508,279.6833236162603
sample_509,326.28429639658384
sample_510,236.46164717244778
sample_511,312.03659768401087
sample_512,245.73767318141043
sample_513,232.26661787236253
sample_514,358.65305962370314
sample_515,339.57568055331933
sample_516,231.92669003629777
sample_517,234.31095560007878
sample_518,312.0303357454644
sample_519,286.5836988576351
sample_520,254.57066178222243
sample_521,237.00917490272582
sample_522,239.95844164232832
sample_523,234.16192941991363
sample_524,237.89478180542602
sample_525,331.57715777763343
sample_526,234.06903389677504
sample_527,231.92690573443315
sample_528,272.1899281795361
sample_529,250.1339346993194
sample_530,231.27896891599494
sample_531,249.76282497827128
sample_532,285.37090423998427
sample_533,234.37043509602267
sample_534,301.7484015688856
sample_535,285.1573293525517
sample_536,288.482522089963
sample_537,304.37509985419956
sample_538,232.12805672014187
sample_539,231.28101773606159
sample_540,321.9480382541826
sample_541,231.08276800525482
sample_542,284.9425424290775
sample_543,231.50736149471055
sample_544,231.10606972544466
sample_545,284.7027097958693
sample_546,245.66364172463565
sample_547,232.81691056855556
sample_548,230.82318622218094
sample_549,230.75969630342024
sample_550,234.24992440225225
sample_551,248.8536559495648
sample_552,271.1799815113202
sample_553,284.11626053284436
sample_554,240.9243037714349
sample_555,230.6517235482456
sample_556,284.5308090938282
sample_557,237.15393259559926
sample_558,253.3872908801855
sample_559,243.4678889797965
sample_560,318.0458781872326
sample_561,283.1267901830283
sample_562,284.73209327860525
sample_563,262.0308123408169
sample_564,242.47924585138398
sample_565,291.03426093902954
sample_566,239.61511186978274
sample_567,308.16189819568365
sample_568,282.6051165709677
sample_569,282.1795680679662
sample_570,230.38901630616814
sample_571,229.70023852373808
sample_572,229.40419431286415
sample_573,233.65299619577576
sample_574,252.981315645183
sample_575,234.76574708587873
sample_576,280.2667703258931
sample_577,282.02830673333125
sample_578,234.62667693908944
sample_579,282.0777073326948
sample_580,239.28306409541761
sample_581,241.83439327571938
sample_582,353.33362382018197
sample_583,229.80786920742312
sample_584,276.16913432297093
sample_585,241.61747211833884
sample_586,229.89306948766216
sample_587,231.46402302075535
sample_588,229.67577123584834
sample_589,268.11355272812557
sample_590,289.0081606452553
sample_591,281.4912176628717
sample_592,229.65944237070002
sample_593,259.0175745970048
sample_594,245.77101976054934
sample_595,348.1206984598556
sample_596,310.9396445149418
sample_597,229.52754702672746
sample_598,238.15068336489588
sample_599,313.932246971273
sample_600,229.13703555529088
sample_601,234.6807684023656
sample_602,242.5368187939536
sample_603,304.4065063648319
sample_604,232.28364331414662
sample_605,254.12801284976567
sample_606,312.46404587339737
sample_607,279.7449995510237
sample_608,312.54520715340414
sample_609,229.66889407795873
sample_610,292.7587922921575
sample_611,270.103014758702
sample_612,231.4149790112336
sample_613,235.50838170051645
sample_614,229.00372455467172
sample_615,228.81325845209
sample_616,239.99914055058346
sample_617,298.1062426518955
sample_618,268.8994949218107
sample_619,229.71400501255832
sample_620,228.65268120739512
sample_621,267.1968264049335
sample_622,228.83104914425982
sample_623,230.85802720864422
sample_624,297.65124453060866
sample_625,279.11890584451845
sample_626,297.8750216644254
sample_627,277.04789983214
sample_628,256.49622178544894
sample_629,311.1006175237811
sample_630,279.3814401734005
sample_631,300.13506380348133
sample_632,259.0517237012959
sample_633,278.5391162762086
sample_634,292.8386769678349
sample_635,271.10135945133595
sample_636,229.01783546028577
sample_637,301.52655906205285
sample_638,296.73493583466643
sample_639,310.53159646495567
sample_640,310.4735311494536
sample_641,297.6930281011887
sample_642,255.60289239912697
sample_643,238.34742877264017
sample_644,300.89514687781457
sample_645,296.4072128448513
sample_646,296.59213747359985
sample_647,267.45890384820865
sample_648,277.6045877637249
sample_649,266.937628352519
sample_650,334.30583397052993
sample_651,309.49898272805893
sample_652,228.99275680267507
sample_653,271.5416228164884
sample_654,261.20237981783265
sample_655,321.96491197129615
sample_656,295.1568069411691
sample_657,300.68183288758473
sample_658,228.01016200156369
sample_659,233.15634477892633
sample_660,277.2452565430183
sample_661,295.0240213595778
sample_662,234.03176977424744
sample_663,230.7668561655043
sample_664,271.3437564462471
sample_665,254.99405046710302
sample_666,228.0574283162901
sample_667,309.99964519700984
sample_668,232.20126136169193
sample_669,228.20287144343558
sample_670,245.2297649718264
sample_671,276.9643261332913
sample_672,277.6793515988547
sample_673,276.8432216617012
sample_674,228.8622875209034
sample_675,308.7014507262531
sample_676,236.05787396787292
sample_677,278.5652250889517
sample_678,294.60554836016047
sample_679,294.82055232755727
sample_680,228.23826408949287
sample_681,227.6940536067856
sample_682,343.02922964618705
sample_683,228.47201680034985
sample_684,261.5985896913276
sample_685,254.68832324226804
sample_686,230.040027127014
sample_687,228.44133868974865
sample_688,307.7462735549842
sample_689,238.57755696973408
sample_690,236.77596764737248
sample_691,232.48293603850874
sample_692,306.9292952856474
sample_693,290.58349918012465
sample_694,227.94427258960013
sample_695,228.40844345272785
sample_696,294.24821477597663
sample_697,294.0096275178871
sample_698,246.07958587945828
sample_699,227.65688950102097
sample_700,293.14824249636547
sample_701,306.5142559200214
sample_702,228.09876118357812
sample_703,228.3883283583263
sample_704,293.0465927922519
sample_705,309.2273260604109
sample_706,228.22357008470954
sample_707,278.2720000152914
sample_708,293.3806767420597
sample_709,293.5856497184484
sample_710,328.16659108871295
sample_711,239.8075388531218
sample_712,228.05523015721326
sample_713,305.67581039685194
sample_714,244.94162136645352
sample_715,228.44133350752656
sample_716,239.13866265089138
sample_717,306.19992792614664
sample_718,233.5710649731118
sample_719,252.10230616040215
sample_720,233.20236517782186
sample_721,228.6810125112423
sample_722,275.3100269009229
sample_723,233.3470849745505
sample_724,228.14392148275277
sample_725,235.47141350063194
sample_726,227.90420703552263
sample_727,227.85447073191895
sample_728,291.6094946626328
sample_729,236.3702807487506
sample_730,227.65325207265911
sample_731,231.63832379506636
sample_732,291.0076424291253
sample_733,227.95679543790288
sample_734,279.58230151348994
sample_735,229.44450074590276
sample_736,259.3581776070268
sample_737,227.64978435468907
sample_738,227.78666848865248
sample_739,242.06913820867084
sample_740,346.18973533607027
sample_741,304.5168687780352
sample_742,227.92659792199703
sample_743,267.8628069196768
sample_744,227.82153497449906
sample_745,291.01638101613946
sample_746,230.29672791467658
sample_747,289.0038377070052
sample_748,227.72256084882792
sample_749,276.59092196957477
sample_750,227.75828732517704
sample_751,241.73900860837006
sample_752,289.613107389642
sample_753,227.4200465684437
sample_754,227.6260073263033
sample_755,233.1407882391892
sample_756,245.39104189546637
sample_757,227.7485371712895
sample_758,300.5915747050143
sample_759,233.0817512938108
sample_760,302.97715394133536
sample_761,245.99912870424077
sample_762,247.66253323278227
sample_763,228.2294022854312
sample_764,289.21209143952626
sample_765,230.6646540167265
sample_766,245.17545164613273
sample_767,259.0011837590618
sample_768,232.5745337660524
sample_769,249.5316665927252
sample_770,230.2932431467043
sample_771,302.65291855284613
sample_772,230.08696885919412
sample_773,302.6100219765369
sample_774,232.6604742647965
sample_775,256.39902603742803
sample_776,301.80414306738123
sample_777,228.2811189917175
sample_778,231.02832611658738
sample_779,228.96619918611665
sample_780,288.0056115241066
sample_781,257.4888677266466
sample_782,265.4156808779926
sample_783,228.4561529932411
sample_784,258.65108221487384
sample_785,260.49155006373405
sample_786,268.264752804045
sample_787,228.62166683906386
sample_788,301.450404690162
sample_789,244.24482950896245
sample_790,301.72115618420355
sample_791,229.3336953351644
sample_792,287.8856751506368
sample_793,228.81083579559441
sample_794,300.245765902165
sample_795,295.2018268986532
sample_796,230.00876347065787
sample_797,248.53589693141834
sample_798,239.76159837045452
sample_799,277.0309830321778
sample_800,229.28790000937272
sample_801,274.2345078504973
sample_802,229.4772586680432
sample_803,299.37376623550125
sample_804,234.96638184325136
sample_805,258.1741023835268
sample_806,301.45248354348394
sample_807,257.8794361628867
sample_808,230.8871810273669
sample_809,229.98506122335112
sample_810,302.6255917698096
sample_811,288.64786219183065
sample_812,288.42158786059815
sample_813,229.6994737971086
sample_814,300.8117327297921
sample_815,289.26030787868785
sample_816,233.43744113354657
sample_817,229.68111845990438
sample_818,288.32692770935245
sample_819,256.43111337503643
sample_820,288.4026438551328
sample_821,295.5994496593496
sample_822,231.2265329077192
sample_823,301.6131299875613
sample_824,259.55139871463126
sample_825,273.07866868679673
sample_826,249.50349520800881
sample_827,289.23995876267577
sample_828,301.2641795559574
sample_829,231.68664834481956
sample_830,288.9504936143766
sample_831,287.662499320514
sample_832,233.8561747513768
sample_833,241.87226670546386
sample_834,231.7427677125971
sample_835,230.73491746965033
sample_836,244.8660058841653
sample_837,230.8585493517623
sample_838,231.52560967746876
sample_839,234.32220542582274
sample_840,270.6325621869721
sample_841,266.7703791484609
sample_842,230.6028297706735
sample_843,233.6936638988536
sample_844,233.925394115469
sample_845,299.86199046712613
sample_846,268.11134406032227
sample_847,262.5030113424284
sample_848,256.0736936232066
sample_849,237.36046896736033
sample_850,231.08843472164955
sample_851,286.9605403771981
sample_852,232.01770386962812
sample_853,244.41196975980216
sample_854,287.321839793001
sample_855,232.71791825471303
sample_856,245.33535631423618
sample_857,286.3240786638463
sample_858,243.50603397835187
sample_859,287.2492831622723
sample_860,231.72320640176014
sample_861,232.90086825082474
sample_862,287.3484550098261
sample_863,232.89310536200867
sample_864,233.29528018234166
sample_865,237.74859272683398
sample_866,294.6596887224847
sample_867,232.44906869545042
sample_868,258.97287789549034
sample_869,288.8828759610393
sample_870,256.0540613998363
sample_871,244.47954477423923
sample_872,233.4425835286488
sample_873,237.38703602105232
sample_874,274.4549811921494
sample_875,294.93478113346646
sample_876,286.37262150782476
sample_877,235.2348375011746
sample_878,234.45630647796747
sample_879,265.3981736712301
sample_880,260.19851813608193
sample_881,290.3759912475814
sample_882,234.8746526415739
sample_883,234.8190858710385
sample_884,235.96774476437375
sample_885,285.9795122758719
sample_886,236.81943242247362
sample_887,266.9535287872657
sample_888,288.0455638663488
sample_889,284.28673908784697
sample_890,292.20755648613766
sample_891,235.88233739808686
sample_892,285.2509224537844
sample_893,238.65900919634186
sample_894,244.72282358169656
sample_895,263.18889542229465
sample_896,319.5630336189902
sample_897,288.4263904911269
sample_898,287.62395789970134
sample_899,236.0234102552569
sample_900,238.70523028186614
sample_901,239.5167545123653
sample_902,238.8354126652486
sample_903,273.9506726163866
sample_904,241.07931381660126
sample_905,238.00021627171986
sample_906,300.7304896452955
sample_907,237.8720735807088
sample_908,261.75346804660376
sample_909,284.7340159518093
sample_910,236.72756364904967
sample_911,287.8002030372963
sample_912,238.27609193113892
sample_913,242.97180275247842
sample_914,300.3570429915623
sample_915,240.92265796139648
sample_916,240.86169910466174
sample_917,237.9180544537849
sample_918,287.98952066640163
sample_919,287.57100826886176
sample_920,237.79382207914205
sample_921,237.94950753215483
sample_922,238.40932123801988
sample_923,279.83216608701935
sample_924,239.4136716683681
sample_925,237.96173665658085
sample_926,242.38316606595794
sample_927,271.23185921997253
sample_928,256.0189199423506
sample_929,240.47460184622116
sample_930,238.73384249139218
sample_931,238.73660402870047
sample_932,287.5371607493539
sample_933,296.45692331773546
sample_934,241.7102127573782
sample_935,299.38154499343443
sample_936,263.23053152536806
sample_937,298.762286424629
sample_938,240.88754678561193
sample_939,299.9349159079028
sample_940,240.77589628951498
sample_941,240.89731504790404
sample_942,258.1949919961251
sample_943,302.2466289984245
sample_944,248.53721080505238
sample_945,287.06798228236414
sample_946,298.85969923670694
sample_947,289.01051342952576
sample_948,299.2381767776117
sample_949,251.85085230353206
sample_950,242.29895331686947
sample_951,265.3059743818675
sample_952,275.4029860136309
sample_953,300.8111903551106
sample_954,288.11072691005506
sample_955,253.43979691008948
sample_956,243.6189916472401
sample_957,248.40620241855146
sample_958,289.17595858257266
sample_959,244.6989985647675
sample_960,276.796888846918
sample_961,271.97033860826025
sample_962,273.5703181043008
sample_963,262.01704983288107
sample_964,260.93572856300074
sample_965,275.2344726457194
sample_966,258.6863245296513
sample_967,249.12125749689818
sample_968,255.00601478426032
sample_969,290.85264621470606
sample_970,324.2744877316167
sample_971,254.9680012661529
sample_972,288.58747467573244
sample_973,267.81128263944106
sample_974,305.74596237731
sample_975,305.1470949948514
sample_976,306.22884382242626
sample_977,254.33833812627387
sample_978,306.89740305585127
sample_979,257.23906422248086
sample_980,357.7590356354865
sample_981,258.99975397403244
sample_982,258.7513846348891
sample_983,337.4763848499556
sample_984,277.85549898027745
sample_985,264.35798318895274
sample_986,265.2182440616573
sample_987,270.25669511515974
sample_988,304.9734272681128
sample_989,271.8442405585573
sample_990,292.8685892773634
sample_991,309.54611258577427
sample_992,323.2723924294535
sample_993,281.8010378999313
sample_994,288.0152991224902
sample_995,293.0129892864192
sample_996,352.48178511202013
sample_997,349.7192932191072
sample_998,308.1696073879417
sample_999,324.97182702366035
sample_1000,365.12077813990174
