Day,True Rate,Synthetic Rate
179,368.9389217458505,313.3224001940694
180,367.24144629741966,301.9081331697994
181,365.551510898663,305.90737444350606
182,363.86908902370175,358.2581032703657
183,362.19415405064314,386.9068042349273
184,360.52667926824114,380.47756228154657
185,358.86663788232715,418.2363321811547
186,357.21400302201937,358.1428945909327
187,355.56874774571844,458.93500606982957
188,353.93084504689705,335.19680171982793
189,352.3002678596913,543.9635330623305
190,350.67698906429996,394.55841739831567
191,349.06098149219883,289.22092990497435
192,347.45221793117753,273.035423207739
193,345.8506711302032,379.22335285293633
194,344.2563138041186,328.8706188543829
195,342.66911863818024,391.6023026417327
196,341.0890582924408,373.37229343530925
197,339.5161054059828,334.57078764874
198,337.95023260100743,280.71540580374955
199,336.3914124867848,234.47509296403203
200,334.8396176634685,304.93743849723984
201,333.2948207257804,390.3814772505437
202,331.7569942665703,345.9624136753528
203,330.22611088025377,247.9510164668984
204,328.7021431661319,340.08713146268764
205,327.18506373159886,352.3990820202933
206,325.6748451952387,268.1048184533458
207,324.1714601898166,334.1381186022558
208,322.67488136516795,326.43137962896424
209,321.1850813909867,247.76407976374486
210,319.7020329595202,342.5791022536335
211,318.2257087881691,353.9169194643629
212,316.75608162199865,385.36869521880567
213,315.29312423616324,381.74443249867613
214,313.83680943824595,227.36413765815428
215,312.3871100705182,253.79421927634746
216,310.94399901211915,342.97342413574637
217,309.507449181161,341.311564999552
218,308.0774335367582,339.8123474060007
219,306.65392508098705,542.9449718594656
220,305.2368968607761,340.08826644702526
221,303.8263219697281,372.8292683319823
222,302.42217354987963,360.1244309270861
223,301.0244247933957,340.2413601413514
224,299.6330489442052,280.7400319422205
225,298.2480192995767,343.52023264386884
226,296.86930921163713,250.9836916954163
227,295.4968920888361,281.5010596327399
228,294.13074139735636,265.5786733633113
229,292.77083066247116,297.5649026220529
230,291.4171334698539,426.32336636214086
231,290.0696234668367,181.74224120127295
232,288.72827436362303,328.35681846987995
233,287.3930599344549,194.69639012924407
234,286.06395401873453,259.0634149077017
235,284.74093052210395,346.75469177672164
236,283.42396341748304,287.06766297360053
237,282.1130267460669,221.30385847378605
238,280.80809461828363,240.63548028414715
239,279.5091412147153,317.49989784995233
240,278.2161407869812,237.5761836597956
241,276.92906765858555,288.9178027385113
242,275.6478962257308,278.1602525850552
243,274.3726009580978,238.61634452653607
244,273.10315639959197,390.206735987391
245,271.83953716906,306.3043878949783
246,270.5817179609739,160.98840591822471
247,269.3296735460867,279.37320949170856
248,268.08337877205906,232.6005884719139
249,266.8428085640573,312.33594959818726
250,265.60793792532513,223.50797810569202
251,264.3787419377288,258.3119667278427
252,263.15519576227643,289.73320101378874
253,261.9372746396131,307.2919858528153
254,260.72495389049146,198.1355088135835
255,259.5182089162191,242.15637659507817
256,258.3170151990841,233.7797241667044
257,257.1213483027572,223.52436966976552
258,255.9311838726737,346.2981426303083
259,254.74649763639445,275.3800321312141
260,253.56726540394718,189.6234861454566
261,252.39346306814713,298.72593415527257
262,251.22506660490052,357.8528329930008
263,250.06205207348825,301.69812842308994
264,248.9043956168324,173.2688229980022
265,247.7520734617459,223.75807434305793
266,246.6050619191645,309.0904023974139
267,245.4633373843634,210.7219556252044
268,244.32687633715753,266.01427924449985
269,243.1956553420864,280.8731825968953
270,242.06965104858494,197.19330388834356
271,240.94884019113923,238.08032709012815
272,239.83319958942784,84.36049621073187
273,238.72270614845098,189.81378817158088
274,237.6173368586452,225.6144225567744
275,236.5170687959856,177.49266465773476
276,235.42187912207604,312.2829464564168
277,234.33174508422687,167.3062401212917
278,233.24664401552153,212.71886406760066
279,232.16655333487066,238.23727117677527
280,231.09145054705706,297.70463754806036
281,230.0213132427679,163.9655337127918
282,228.95611909861822,282.21881081253554
283,227.89584587716374,228.36226029655802
284,226.84047142690332,182.31129440424309
285,225.7899736822736,246.65763994075184
286,224.74433066363244,233.69183827238564
287,223.7035204772353,196.84939478318034
288,222.66752131520175,225.77605276467386
289,221.63631145547419,204.55641458305777
290,220.60986926176818,225.61847860073235
291,219.5881731835153,248.66738622888437
292,218.57120175579794,287.90272205775676
293,217.55893359927708,163.69936961579177
294,216.55134742011225,308.933597694889
295,215.54842200987545,131.39453304751436
296,214.55013624545774,208.0370336814749
297,213.55646908896944,238.6842581531959
298,212.56739958763376,224.51334171357541
299,211.58290687367503,185.23239197117846
300,210.60297016420014,201.83673734770025
301,209.62756876107446,188.95825129518076
302,208.65668205079265,184.06170311046245
303,207.69028950434372,242.98111060310256
304,206.72837067707047,221.48941662107782
305,205.77090520852462,177.25477827963317
306,204.81787282231684,241.66869939780878
307,203.8692533259611,216.3990380996691
308,202.92502661071632,235.91504002996416
309,201.98517265142158,227.42031071987267
310,201.04967150632854,167.71583658107497
311,200.11850331692847,177.69798504678093
312,199.19164830777643,228.96257730264907
313,198.2690867863109,222.47259781211315
314,197.35079914266942,196.52580988823337
315,196.43676584950157,201.04624819405396
316,195.52696746177713,245.49055596295278
317,194.6213846165921,171.59489605763417
318,193.7199980329708,214.91673875379146
319,192.8227885116644,185.02531829988976
320,191.9297369349478,183.57383772073115
321,191.040824266412,233.02307136410923
322,190.15603155075442,221.54761101088968
323,189.27533991356674,220.0708024889633
324,188.39873056111935,237.58884056958334
325,187.52618478014386,188.3139388375674
326,186.65768393761294,212.11603637287124
327,185.79320948051776,174.264118179996
328,184.9327429356436,196.92253748226966
329,184.0762659093423,179.28501641293434
330,183.22376008730373,186.7781531711562
331,182.37520723432462,204.0835844045289
332,181.53058919407545,151.8241726504452
333,180.68988788886588,256.30453234160495
334,179.85308531940822,143.6660193298735
335,179.02016356457855,135.54731475267684
336,178.19110478117733,219.4641159827916
337,177.365891203688,205.44868305317772
338,176.5445051440334,198.58148999444487
339,175.72692899133182,197.8103743290331
340,174.91314521165106,174.48472090018177
341,174.10313634776134,142.86017631227682
342,173.29688501888697,175.9242237799281
343,172.4943739204568,149.13305682641948
344,171.69558582385366,205.18033659936583
345,170.9005035761626,165.87406746550113
346,170.10911009991824,142.024191392648
347,169.32138839285068,158.43788900915274
348,168.53732152763178,182.45619378325648
349,167.75689265161867,148.84315679365506
350,166.98008498659829,139.52119868071884
351,166.20688182853004,174.3073801412421
352,165.43726654728803,173.54258653122582
353,164.67122258640282,147.97543209236338
354,163.90873346280236,148.46727504552962
355,163.14978276655214,170.7215621407302
356,162.3943541605955,115.36220987908966
357,161.6424313804926,116.14125806645431
358,160.89399823415957,137.77532558105327
359,160.14903860160703,153.3123673738263
360,159.40753643467764,169.3197382528538
361,158.6694757567847,205.4882752563644
362,157.93484066264895,185.02570784928864
363,157.20361531803601,152.17503229025547
364,156.47578395949344,155.88066875159146
365,155.75133089408686,124.52227433353846
366,155.03024049913728,154.4562213140786
367,154.31249722195707,145.40377013866552
368,153.59808557958627,163.51187618937243
369,152.8869901585288,127.59242033338589
370,152.17919561448863,167.98594257097068
371,151.4746866721059,197.90891599154781
372,150.7734481246931,147.4938196044143
373,150.075464833971,162.13287951862173
374,149.380721729805,169.99956324566392
375,148.68920380994138,136.75777330655058
376,148.0008961397435,154.63407376496767
377,147.3157838519286,147.68679573027813
378,146.63385214630392,149.49837666487136
379,145.95508628950424,123.3901443484531
380,145.27947161472798,145.9916366478328
381,144.60699352147503,159.0098006566423
382,143.93763747528402,185.7124739839597
383,143.27138900746988,170.75860174498402
384,142.6082337148618,204.02054314117152
385,141.94815725954174,120.16344275362995
386,141.29114536858245,165.94138174676561
387,140.63718383378696,145.79412450688292
388,139.98625851142714,201.29472241112524
389,139.33835532198393,116.81296458379063
390,138.69346024988678,115.40067466199454
391,138.05155934325416,121.50214147076905
392,137.41263871363432,79.04261554763109
393,136.77668453574648,122.39447878704368
394,136.14368304722234,115.47345975415014
395,135.51362054834829,139.58970185102152
396,134.8864834018076,144.10613575263446
397,134.2622580324238,184.6420446979663
398,133.64093092690402,159.044036228965
399,133.02248863358278,117.6742566379779
400,132.4069177621667,108.61565426105749
