sample,sse
sample_460,243.81009101034954
sample_461,243.75736107721272
sample_462,243.67635083901035
sample_463,243.6608068939263
sample_464,243.7060549269379
sample_465,243.438167761972
sample_466,243.22441696304264
sample_467,243.1403360154446
sample_468,243.06150189343407
sample_469,242.86561634836997
sample_470,242.78375079236957
sample_471,242.7543584366563
sample_472,242.7069858147845
sample_473,242.52023456346038
sample_474,242.47621640834296
sample_475,242.3888611812366
sample_476,242.46010624073358
sample_477,242.31983793527087
sample_478,242.31757422819143
sample_479,242.21628689418776
sample_480,242.05988309490422
sample_481,242.00498803211684
sample_482,241.80812409092496
sample_483,241.78496615868937
sample_484,241.6527025420611
sample_485,241.51722273227602
sample_486,241.37830205286824
sample_487,241.42204882402874
sample_488,241.33761664747476
sample_489,241.36198904723614
sample_490,241.33591831886102
sample_491,241.35988825909504
sample_492,241.4509330316562
sample_493,241.262510299776
sample_494,241.25435321185284
sample_495,241.17102004011534
sample_496,241.1212132284426
sample_497,241.09088039971022
sample_498,240.9820956423405
sample_499,240.85395825878038
sample_500,240.8045274008793
sample_501,240.650731160597
sample_502,240.57420637684183
sample_503,240.51249161400733
sample_504,240.4476285034741
sample_505,240.36182231241617
sample_506,240.24672716286796
sample_507,240.09905132859208
sample_508,239.99347093123785
sample_509,239.85340104011343
sample_510,239.70252335555404
sample_511,239.7011208606035
sample_512,239.69077603198673
sample_513,239.6770688793548
sample_514,239.61882012459682
sample_515,239.50472432476852
sample_516,239.3106591626519
sample_517,239.2990842891604
sample_518,239.3233075849466
sample_519,239.32490709342633
sample_520,239.28297532089647
sample_521,239.17938088715186
sample_522,239.01437800201222
sample_523,238.91874741808937
sample_524,238.71375110820878
sample_525,238.62474369481401
sample_526,238.58867414119885
sample_527,238.5313275215924
sample_528,238.42064510350264
sample_529,238.44744297987546
sample_530,238.39679363995083
sample_531,238.36951900297046
sample_532,238.23946072892397
sample_533,238.2524955723129
sample_534,238.11804258379024
sample_535,238.0443954232804
sample_536,237.92698504017486
sample_537,237.9029400607301
sample_538,237.9035740596018
sample_539,237.89918996248613
sample_540,237.92326808909814
sample_541,237.9313319525095
sample_542,237.9160015298786
sample_543,237.79220035201533
sample_544,237.76927989689406
sample_545,237.73736442294958
sample_546,237.73488422537656
sample_547,237.57282648628922
sample_548,237.49387100844274
sample_549,237.37747461585533
sample_550,237.23891753866926
sample_551,237.24671259686428
sample_552,237.2413517258772
sample_553,237.25078058823522
sample_554,237.1569225025903
sample_555,237.19815322529172
sample_556,237.08414386295323
sample_557,236.92161463581306
sample_558,236.8772566677804
sample_559,236.6818052350904
sample_560,236.63387591362948
sample_561,236.63521469050426
sample_562,236.52445215393496
sample_563,236.3900220818607
sample_564,236.31215565632084
sample_565,236.09697686813735
sample_566,236.02741874892237
sample_567,235.985221997569
sample_568,235.96635345504444
sample_569,235.86880544508455
sample_570,235.788568679075
sample_571,235.67828771780898
sample_572,235.61914242946764
sample_573,235.5461867434396
sample_574,235.6671278558257
sample_575,235.645583403168
sample_576,235.7026109777874
sample_577,248.82522407949529
sample_578,235.96053037496898
sample_579,235.91325854978544
sample_580,235.90019841101534
sample_581,235.84259025323496
sample_582,235.71091274814313
sample_583,235.7058539585134
sample_584,235.70934485086332
sample_585,235.75897365595716
sample_586,235.63624252597683
sample_587,235.58667682514772
sample_588,235.50406010441776
sample_589,235.52305603202177
sample_590,235.47662253068052
sample_591,235.5150438709154
sample_592,235.4459304293532
sample_593,235.26081220541238
sample_594,235.09578963685425
sample_595,234.96845636558294
sample_596,234.97240232122994
sample_597,234.99971882183513
sample_598,234.93077777278864
sample_599,238.62695597792688
sample_600,234.7127722490157
sample_601,234.66739818073626
sample_602,234.6272214440543
sample_603,234.57093529942335
sample_604,234.43169745533632
sample_605,234.37737585772464
sample_606,234.30008324617194
sample_607,234.1334311928856
sample_608,234.14963478639226
sample_609,234.1900772151766
sample_610,234.11408930271193
sample_611,234.09615019096174
sample_612,234.02687694842896
sample_613,234.0273616537744
sample_614,233.99997089793732
sample_615,233.92657501582335
sample_616,233.91042386876842
sample_617,233.99725423541787
sample_618,233.87214303145007
sample_619,233.95070711160344
sample_620,233.89552947973456
sample_621,233.80171724929056
sample_622,233.70758324138683
sample_623,233.72209497748656
sample_624,233.784235935532
sample_625,233.7199483237095
sample_626,233.8473789285958
sample_627,233.65060469631663
sample_628,233.58618007071368
sample_629,233.6305772160178
sample_630,233.6045979756426
sample_631,233.67097963827084
sample_632,233.6366724193311
sample_633,233.63290483623047
sample_634,233.5903596713172
sample_635,233.51935697856763
sample_636,233.47015436255282
sample_637,233.44269523913826
sample_638,233.37161349967977
sample_639,233.31329526494972
sample_640,233.2378560029996
sample_641,233.0724225911594
sample_642,232.9841885638398
sample_643,232.929310012551
sample_644,232.86398683771944
sample_645,232.88010126366504
sample_646,232.8137610134433
sample_647,232.82451485030288
sample_648,232.85037648224625
sample_649,232.73455127875113
sample_650,232.6964111004532
sample_651,232.67624394770735
sample_652,232.54745662759183
sample_653,232.48109907515118
sample_654,232.46259295520844
sample_655,232.40201554024964
sample_656,232.26520399089355
sample_657,232.213442703838
sample_658,232.15889389570933
sample_659,232.20184366875407
sample_660,232.2428437016781
sample_661,232.3206313591349
sample_662,232.33559351699896
sample_663,232.2896296582271
sample_664,232.21156009099025
sample_665,232.27601234856667
sample_666,232.27687246364655
sample_667,232.21770717154567
sample_668,232.13144057483674
sample_669,232.11906777310193
sample_670,232.2979738695626
sample_671,232.25274897186364
sample_672,232.39092060981363
sample_673,232.27670513102467
sample_674,232.20617243997282
sample_675,232.1904551059717
sample_676,232.08619024986146
sample_677,232.1255084813192
sample_678,232.0483470283139
sample_679,231.97174231404335
sample_680,231.93072047654834
sample_681,231.84314538791895
sample_682,231.7013073189178
sample_683,231.81977694049573
sample_684,231.7835659413228
sample_685,231.78663086446673
sample_686,231.6996099239664
sample_687,231.72903805357635
sample_688,231.80340882306137
sample_689,231.85367017196276
sample_690,231.76401471007202
sample_691,231.87114560984054
sample_692,231.77103574534908
sample_693,231.64729705560507
sample_694,231.6205113987367
sample_695,231.63393341670752
sample_696,231.48738580054567
sample_697,231.47995662759348
sample_698,231.51918255531618
sample_699,231.44090675929783
sample_700,231.47273073080873
sample_701,231.56702876160347
sample_702,231.79405200884003
sample_703,231.88165477647388
sample_704,231.71038117742467
sample_705,231.80689343862252
sample_706,231.73336257199415
sample_707,231.689561032129
sample_708,231.70998188537123
sample_709,231.55256918985333
sample_710,231.57788173704967
sample_711,231.64681507168007
sample_712,231.66399980335154
sample_713,231.5908974364741
sample_714,231.58829355079212
sample_715,231.6513500603381
sample_716,231.7869279597896
sample_717,231.66797192343307
sample_718,231.6553974221344
sample_719,231.56431990524206
sample_720,231.39999267834014
sample_721,231.42978487475756
sample_722,231.34655265773222
sample_723,231.2267398031334
sample_724,231.31981518568108
sample_725,231.28554548558208
sample_726,231.17579950984404
sample_727,231.1472016775249
sample_728,231.02773706825795
sample_729,230.90376849078132
sample_730,230.83765901725025
sample_731,230.79902617290892
sample_732,230.8353746473801
sample_733,230.74774280172272
sample_734,230.8626071110131
sample_735,230.75704321269163
sample_736,230.80955569226558
sample_737,230.7808312230033
sample_738,230.83090728278452
sample_739,230.84478492523309
sample_740,230.8456541601875
sample_741,230.81679151540575
sample_742,230.84569532559664
sample_743,230.74779183796932
sample_744,230.71147472776858
sample_745,230.63924310000453
sample_746,230.65185340528308
sample_747,230.62033024498004
sample_748,230.71746924489392
sample_749,230.79043880643331
sample_750,230.71979742110022
sample_751,230.56019588385942
sample_752,230.51232305472422
sample_753,230.29402258015637
sample_754,230.35207882089992
sample_755,230.28257069852322
sample_756,230.28547125995956
sample_757,230.359791413617
sample_758,230.36230961186936
sample_759,230.34941846739437
sample_760,230.42270377958573
sample_761,230.59720588036254
sample_762,230.66097986423193
sample_763,230.72426206949697
sample_764,230.85567237605167
sample_765,230.7517449371982
sample_766,230.69516990901462
sample_767,230.67371320747645
sample_768,230.6833814483095
sample_769,230.62392737585975
sample_770,230.66126001274637
sample_771,230.77104559554513
sample_772,230.8318501691685
sample_773,230.71565664077355
sample_774,230.68425785218358
sample_775,230.62499768144494
sample_776,230.61432724643032
sample_777,230.58011094971835
sample_778,230.52217946740768
sample_779,230.55498740284168
sample_780,230.6315986976902
sample_781,230.64660389809103
sample_782,230.5713356193935
sample_783,230.55474132695073
sample_784,230.5845467721215
sample_785,230.54951642033677
sample_786,230.50123979863088
sample_787,230.6127574529283
sample_788,230.8474136061314
sample_789,230.81355292250902
sample_790,230.7894628031739
sample_791,230.89081977793757
sample_792,230.74919780695456
sample_793,230.92595970930904
sample_794,231.09632707032313
sample_795,231.1460479246055
sample_796,231.11254818343343
sample_797,231.22794325187658
sample_798,231.4608904766023
sample_799,231.40562970149207
sample_800,231.4133160452676
sample_801,231.4625336654958
sample_802,231.608018477395
sample_803,231.53208935517034
sample_804,231.52942965136566
sample_805,231.63081417539172
sample_806,231.33827048748682
sample_807,231.42831055813076
sample_808,231.544229625155
sample_809,231.539993228595
sample_810,231.51147694084634
sample_811,231.58706958387637
sample_812,231.50729436313372
sample_813,231.72470735346832
sample_814,231.61449075969466
sample_815,231.5327192766151
sample_816,231.61111254290552
sample_817,231.67544147466438
sample_818,231.6566694970162
sample_819,231.78802609264443
sample_820,231.8690265672643
sample_821,231.99127240171208
sample_822,231.97747642064104
sample_823,232.04877480356117
sample_824,232.2291507344936
sample_825,232.32458786872513
sample_826,232.41171858396018
sample_827,232.51065526064053
sample_828,232.6745325670592
sample_829,232.71891788508063
sample_830,232.77332676820623
sample_831,232.59925190331825
sample_832,232.42436871441075
sample_833,232.55967655399309
sample_834,232.72025933268833
sample_835,232.52791006585613
sample_836,232.51083951596468
sample_837,232.59082349315696
sample_838,232.43222961486984
sample_839,232.4109058538785
sample_840,232.31487661302376
sample_841,232.2818101836528
sample_842,232.15607530368476
sample_843,232.14834004093666
sample_844,232.5115893312649
sample_845,232.39617175552087
sample_846,232.34655864708236
sample_847,232.38158979940226
sample_848,232.51829205639228
sample_849,232.4854581336857
sample_850,232.49199429153893
sample_851,232.53979451956513
sample_852,232.59490551041637
sample_853,232.57962392702626
sample_854,232.84844838498978
sample_855,232.80670862877835
sample_856,232.81060075801997
sample_857,232.86690853787604
sample_858,233.0394341558981
sample_859,233.22889695228184
sample_860,233.10211304788032
sample_861,233.2809052229066
sample_862,233.56522459113108
sample_863,233.60686491323708
sample_864,233.7096621381176
sample_865,233.80634535961678
sample_866,233.90704157367
sample_867,233.8523718662086
sample_868,234.21777174425097
sample_869,234.34340843825234
sample_870,234.3995176659762
sample_871,234.6382403771996
sample_872,234.7975196709923
sample_873,234.61772228124156
sample_874,234.7081886594774
sample_875,234.66538132767997
sample_876,234.8533102387152
sample_877,235.11705352804609
sample_878,235.43491061832782
sample_879,235.65797408848977
sample_880,235.87505664349234
sample_881,236.0588672666824
sample_882,236.165229729384
sample_883,236.07884714886848
sample_884,236.34347052354673
sample_885,236.61664169934386
sample_886,236.6681738118893
sample_887,236.5461842201372
sample_888,236.5369169339441
sample_889,236.55351421231643
sample_890,236.63343300202655
sample_891,236.7912372370025
sample_892,236.7451338063611
sample_893,236.9738955712455
sample_894,237.0950693109569
sample_895,237.0454826844546
sample_896,237.22843165081116
sample_897,237.2608502126924
sample_898,237.29547862691555
sample_899,237.1336514035612
sample_900,237.13704110204046
sample_901,237.3555543979087
sample_902,237.44763385325894
sample_903,237.847025015294
sample_904,237.95591750350582
sample_905,237.78723466065532
sample_906,237.64430247989446
sample_907,237.5385916376302
sample_908,237.6673186043779
sample_909,237.73726694909334
sample_910,237.91266736428264
sample_911,238.11382896188616
sample_912,238.4135923566456
sample_913,238.1927203684699
sample_914,238.44649294598995
sample_915,238.64259836997002
sample_916,238.84969833257566
sample_917,239.03676072333954
sample_918,238.8747650729938
sample_919,238.61631352690023
sample_920,238.8739109897295
sample_921,238.7248599932219
sample_922,238.59993465866603
sample_923,238.81095657761725
sample_924,239.04410135260878
sample_925,239.27791392184923
sample_926,239.36562807670623
sample_927,239.36717004398258
sample_928,239.5734618849351
sample_929,239.79889926388304
sample_930,239.92927945964573
sample_931,240.05727337301158
sample_932,239.85058965034438
sample_933,240.09343152832173
sample_934,239.96163675949165
sample_935,240.16818959501143
sample_936,240.51503174251152
sample_937,240.7390458079744
sample_938,241.32621082125038
sample_939,241.18219164043558
sample_940,241.46791602419648
sample_941,241.8820909816285
sample_942,242.11311596078224
sample_943,242.3579958731106
sample_944,242.58295209308267
sample_945,242.75113937495527
sample_946,242.73203377861518
sample_947,242.91378128400348
sample_948,242.96684798948218
sample_949,242.8443354790132
sample_950,243.37357599437613
sample_951,243.5001595631698
sample_952,244.21017899200143
sample_953,244.46367308525197
sample_954,244.18566229003284
sample_955,244.91309186042042
sample_956,244.8291571240722
sample_957,245.02123995352184
sample_958,245.435130103575
sample_959,245.72877663744924
sample_960,245.83131505776737
sample_961,246.83789668694226
sample_962,247.5671406483646
sample_963,247.3315065952802
sample_964,247.77817983097123
sample_965,247.46923692833963
sample_966,248.20158093719039
sample_967,248.40289226136528
sample_968,249.08613292815653
sample_969,249.9977604826443
sample_970,250.205607600792
sample_971,251.49865404846526
sample_972,252.38583086615643
sample_973,253.7699906464923
sample_974,254.59123086706265
sample_975,254.97456131844646
sample_976,255.50411532222495
sample_977,256.2523205252436
sample_978,257.5270809240106
sample_979,258.10144937545715
sample_980,258.7365251679641
sample_981,259.5034001646497
sample_982,260.6690279340845
sample_983,262.3195170298468
sample_984,263.4650095843475
sample_985,264.4384823171596
sample_986,266.30543143265425
sample_987,267.2571229144587
sample_988,270.42011697341013
sample_989,272.9496976561586
sample_990,276.0185253996877
sample_991,278.2902758731174
sample_992,280.2130281383223
sample_993,282.32799037565024
sample_994,287.98087431907084
sample_995,293.5200810155368
sample_996,296.6159910041853
sample_997,302.94535212784365
sample_998,310.71673898852464
sample_999,323.39952089858525
sample_1000,368.356740571141
