,0,1,2
sample_38,212.20019324029204,1270547.6577205176,0.6636230236897781
sample_39,215.33529277563179,1353746.0245043118,0.6538685804726382
sample_40,211.7685014118821,1252827.4699495323,0.6659178862532116
sample_41,216.20683515634192,847225.0197699094,0.7474066150409314
sample_42,235.39729419933977,1730821.3892892317,0.622391555267029
sample_43,212.0943961284048,1254544.183385161,0.6657825539619144
sample_44,227.18311066727173,1586937.1978255967,0.6325606384561191
sample_45,209.70331135682264,981340.3642748111,0.7121592447639825
sample_46,209.78087566844312,981392.5319551387,0.7121672235072283
sample_47,242.69925509605343,1838158.6675129957,0.6161635370394745
sample_48,210.37436459760514,964965.1920768935,0.7159547036640175
sample_49,349.9695468485939,3309473.285392256,0.5714431585176326
sample_50,213.28260405252564,899048.1759273387,0.7325354021273592
sample_51,212.6660141477568,1247861.117856252,0.6669463587991373
sample_52,245.8167085090017,1877577.4447421285,0.614210737435368
sample_53,341.5653435436797,3178435.978385243,0.5743129096778629
sample_54,286.8020672671523,2458581.4294185755,0.5908852459803356
sample_55,210.32227633242093,1140993.085981855,0.6823779865467909
sample_56,349.99999398821797,3640368.187118151,0.5562447415724607
sample_57,243.639441818551,1836359.036895964,0.6166521196131717
sample_58,214.0811200909391,894200.1135515729,0.7339813363875508
sample_59,210.18692527034213,1020641.2233958517,0.7041619069372936
sample_60,317.04086221960523,2850055.3488004147,0.5810102146431743
sample_61,217.29321293485313,1354139.442260377,0.6545169879477423
sample_62,280.7282940221087,2362138.3595317528,0.5942640015962923
sample_63,218.53940910665702,1377137.1906661699,0.6521860598485668
sample_64,216.97344742281706,1339807.3680638508,0.656206291512075
sample_65,302.4414930996029,2650661.7567627965,0.5859305373537446
sample_66,227.84430024939533,1559713.6483069607,0.6355283911740468
sample_67,317.60354236229466,2845081.592612464,0.5814042000886588
sample_68,250.86870675998378,1928089.0677129794,0.6122180062337582
sample_69,215.95872949457495,1301402.250671455,0.6608299869259298
sample_70,328.3163108009805,2978417.5227614003,0.5787199276032453
sample_71,213.38762980553082,1220260.2052476525,0.6711916371596506
sample_72,344.4574708171231,3180400.631959763,0.5750522115856087
sample_73,261.3714041960823,2074577.6064467353,0.6055464405153942
sample_74,314.835156902239,2796990.7885649,0.5827913261662354
sample_75,212.73623331096735,946017.7613164061,0.7209416055122051
sample_76,293.7946768293169,2518209.4445697246,0.5899707311294246
sample_77,254.0388694397164,1965179.6526084172,0.6106021958029191
sample_78,236.31193786781768,1689751.4792055686,0.6263502131075471
sample_79,219.80063894352023,1379937.8208125895,0.6523147032741249
sample_80,242.90752501563617,1792794.704953182,0.6199261889075341
sample_81,244.2089228493111,1810649.5700758211,0.6189591078243207
sample_82,216.76412743939596,1301933.8451062718,0.6610421982037912
sample_83,266.69473814804354,2138109.127695445,0.6031799001896624
sample_84,216.21782447859061,1283348.2837909956,0.6633344871726495
sample_85,266.5161296119289,2132274.4663294647,0.6035145040660935
sample_86,333.020548038663,3013569.3727079723,0.5786221752336966
sample_87,211.92339721342515,1094381.0075464381,0.690903700059847
sample_88,245.51704952691992,1822841.8560733367,0.6184494357208521
sample_89,226.72427057752495,1507356.919288245,0.640528175647906
sample_90,214.99041124028332,911757.997796785,0.7297945103230769
sample_91,223.31269887614746,805442.7829923835,0.7617062886586567
sample_92,226.51657246801844,1501341.8077995013,0.6410718012374378
sample_93,232.08423172375447,1601012.93643716,0.633041260241739
sample_94,215.67507485745537,1251763.1058310457,0.66748296312884
sample_95,243.14169729053344,1779292.2636624111,0.6211417549594925
sample_96,220.34856485978375,836063.4615615914,0.7515885649217913
sample_97,215.67561863589478,903395.3263991846,0.7320466744590359
sample_98,279.1405351771225,2294237.8322942113,0.5976995926168855
sample_99,264.95298790619876,2097177.106599703,0.6052563976889439
sample_100,214.54357650834754,1206096.1314807306,0.6736685258748601
sample_101,213.57099249832672,1163674.3597577228,0.6798521252971729
sample_102,247.85800028398089,1845413.0434027826,0.6174702377733695
sample_103,212.98060444063623,1126965.5606038384,0.6856183977600232
sample_104,225.77472218081937,788361.3059252651,0.767744147669945
sample_105,221.02292763871634,832176.4749359532,0.7528648366018978
sample_106,218.36891998249146,1312031.245775238,0.6602658451477763
sample_107,349.99998106308067,3783032.6404073676,0.5494198172268026
sample_108,218.66092914318514,860883.2209251449,0.7439968273597171
sample_109,268.56609244732846,2139652.7102550245,0.603679929354992
sample_110,215.12437445759798,1211856.4067984896,0.6729926211879411
sample_111,214.70358182147407,935634.9646539349,0.7238685442518881
sample_112,242.62210378271087,1757125.3188276337,0.6227692006683161
sample_113,221.297394857016,1375243.928630606,0.6533687410233723
sample_114,224.45649826151057,801030.5240306114,0.7632147850868376
sample_115,216.9886556744687,1267489.350397241,0.6656735368478861
sample_116,285.52726913404877,2366527.334478472,0.5955447430480865
sample_117,231.67661747623129,1573910.7716693052,0.6354690139696031
sample_118,213.02229258933343,1019702.3410600928,0.7051279826985241
sample_119,223.12097671984213,1408863.7899012973,0.6500254123750093
sample_120,213.06709222235492,1080791.4222426345,0.693579212175461
sample_121,226.6576347613451,785362.8223031195,0.7688380956186188
sample_122,221.70015158969963,829827.0877656183,0.7536188783026304
sample_123,226.6181156718575,786305.3511515993,0.7685184940838025
sample_124,243.67325310080957,1763813.3655784784,0.6225661610803632
sample_125,223.80356253158308,1418196.551265342,0.6491850700501581
sample_126,221.881780586025,1375263.561134553,0.6535653873873917
sample_127,223.69623339978435,1412583.8599134346,0.6498162102495648
sample_128,261.7018827270315,2027555.2849076113,0.6088178642135212
sample_129,264.66974831923926,2069042.7451451146,0.6069931142871929
sample_130,293.90081387926307,2464562.9919351013,0.5928245416317545
sample_131,228.5041486165098,774252.4175505014,0.7730132925781474
sample_132,229.78133149000908,1526941.8369883895,0.6395200403551276
sample_133,216.09769299161124,919900.0294789658,0.7279747038161566
sample_134,214.5994879150218,963101.4675962268,0.7175127074063608
sample_135,245.30976601013543,1780902.0166019278,0.6217213025458832
sample_136,221.7055286111784,1360828.1589785002,0.6552675086562406
sample_137,285.535112274854,2348358.0586444195,0.5965827640033746
sample_138,222.18942587934512,830452.6292041112,0.7535366409319362
sample_139,232.25694941466105,751320.4921217697,0.7819495163775779
sample_140,260.6707082689461,2003151.6657435107,0.6101686622024792
sample_141,225.1638273618163,1430470.2454209488,0.648286015958965
sample_142,232.19106568227403,752645.9715944631,0.781468818455051
sample_143,247.4733399374922,1807126.2502526804,0.620353600274205
sample_144,214.9417832453284,966478.0205805048,0.7168904317139362
sample_145,237.4746523107305,1647085.105212645,0.6306178725558346
sample_146,231.8006754227272,756024.3033513095,0.7801603936506434
sample_147,315.0967666783262,2724248.8461041525,0.5862365339962581
sample_148,227.01864818894074,789734.6518993342,0.7674406896607076
sample_149,224.20733841741819,814452.1154564187,0.7588922512987848
sample_150,214.95856475075072,1136360.0374369984,0.6846770547482806
sample_151,227.4178365534442,787244.2332346524,0.7683482180253444
sample_152,218.08050461393776,1251646.7873039672,0.668282351944767
sample_153,266.41428291842146,2074300.2987489253,0.6072369444202715
sample_154,256.0975766900824,1928424.054184357,0.6139621807066615
sample_155,217.3929275343537,907482.5260626987,0.731355751809423
sample_156,221.24443770947158,1331465.752407334,0.6587563378150955
sample_157,283.56601698042664,2305237.6975865876,0.5984531274019597
sample_158,219.79107106817216,1294034.947315715,0.6630874494298138
sample_159,217.22882390914563,913334.5493163042,0.7298541432329835
sample_160,233.9701691470349,1578414.1077491594,0.635859915984844
sample_161,215.09658695189228,983802.737573857,0.7131585268098125
sample_162,283.10328026705866,2296261.4397132243,0.5988138944756031
sample_163,325.7082843367898,2848009.7426929604,0.5836233311601794
sample_164,222.85762222293027,831621.4576411053,0.7532980373135341
sample_165,246.71298323820287,1779810.5334410772,0.6223079109517425
sample_166,241.60300263198877,1700571.8698704767,0.6272376801528121
sample_167,274.5627144011324,2178691.5216643605,0.603142580173998
sample_168,226.2641578760034,799660.6989021361,0.7639360891863
sample_169,217.9077334941312,1231654.492014983,0.6709991802311533
sample_170,215.12461656959098,1108947.164546749,0.689280931352385
sample_171,254.56327939288906,1894439.982405301,0.6159627316210792
sample_172,214.7815390296644,1043944.9608032143,0.700910509655819
sample_173,217.71187168950857,910623.4645830587,0.7306085068833319
sample_174,230.445359271204,768829.7233076491,0.7751680840614416
sample_175,270.0174198438222,2110352.751988583,0.6060256501923048
sample_176,299.0087457659827,2498445.7862790297,0.5925640863873275
sample_177,225.42496994441456,1408948.7073024542,0.6508031638937689
sample_178,234.32913185652964,745078.0520396035,0.7845503431030271
sample_179,235.6309327620336,738409.4397917816,0.7873663035654791
sample_180,228.14224673768496,786916.4604414357,0.7684996349996828
sample_181,218.3813196729908,901510.6909211829,0.7330529476336353
sample_182,305.13168124548497,2570833.9122645175,0.5907339147262812
sample_183,241.45306892205275,1688391.6029576343,0.6282363508313824
sample_184,237.6536405363796,1625052.6059660267,0.632685216759383
sample_185,260.6434956964613,1972743.1217677174,0.6122897092545571
sample_186,249.38051339735668,1807693.4324217578,0.6209479057868278
sample_187,238.84381658447185,722109.7375796243,0.7942942180321066
sample_188,226.23696077572495,1416054.4855420128,0.650293360253748
sample_189,292.63122327519966,2403796.63187274,0.5957184614303742
sample_190,349.9999888484178,4148066.275071221,0.5342807649299831
sample_191,234.43183030211264,746304.2544791092,0.784083128211438
sample_192,228.1683632876717,788810.7655075163,0.767843499017333
sample_193,228.07466272778498,1449217.6317294845,0.647196234423456
sample_194,331.3467379379755,2895363.44012141,0.5831412206841363
sample_195,279.47692349039045,2225665.1866236357,0.6018584479025607
sample_196,228.39580444268086,787851.0443229738,0.7682092841828952
sample_197,216.5281623083218,1143833.1652191305,0.6839230437174868
sample_198,231.05761927379135,1502999.244078121,0.6424365086415367
sample_199,234.2162813982343,749163.7208940127,0.7829968979552352
sample_200,217.70086236572882,925725.8112985059,0.7268870637712429
sample_201,229.40089705389872,781269.3131616914,0.7706314903331157
sample_202,215.93504570665633,1002703.4053740413,0.7094091613718347
sample_203,219.70203444519504,1250392.8087079772,0.6689794358408636
sample_204,236.41975511906097,1590898.9006548952,0.6355156395024586
sample_205,220.63014665648421,874353.4938761863,0.7406788149198775
sample_206,226.19211377044832,809225.0880394377,0.7608392141631382
sample_207,233.47539277788633,754733.7313736711,0.7807792480366332
sample_208,268.2793978526686,2064282.8442882264,0.6085280817471614
sample_209,219.6196711878549,893263.6453009683,0.7354744980598293
sample_210,265.92126256158053,2030687.0535960079,0.6100215694717734
sample_211,293.8909683369225,2405109.7741535236,0.5960532404604316
sample_212,230.70100075656,1485447.8412056353,0.6441943982060971
sample_213,247.28649754660063,1758897.8881018893,0.624238085540542
sample_214,348.9831673266724,3099256.7430697954,0.5794802770531461
sample_215,325.55203065731894,2806605.536791748,0.5854623936221406
sample_216,218.4966343784923,1199425.5537877777,0.6759340660929699
sample_217,233.94956073436225,753269.292040637,0.7813882863239716
sample_218,232.947257309945,759806.923413619,0.7788255861963103
sample_219,349.9980957275941,3243775.86042106,0.5725771048277453
sample_220,225.99679708430125,1388240.791232211,0.6534601786715862
sample_221,231.43348353801866,770266.8959281429,0.7748086160757419
sample_222,225.86550774897216,816194.6183780446,0.7585878093408176
sample_223,241.79397651990536,712215.5462884231,0.7987864112769246
sample_224,307.9899237541167,2579547.1110119326,0.5911592238972322
sample_225,216.59124324706076,1088160.7581214635,0.6933787744473285
sample_226,225.49436705822694,820911.41263215,0.7570573355403697
sample_227,232.3124353853827,1505089.639256598,0.6426926152596781
sample_228,223.70048180730842,840916.135431533,0.750706100255281
sample_229,308.5701023979932,2583365.6525882194,0.5911481824250037
sample_230,325.0402026878855,2791786.577355067,0.5859741102225262
sample_231,235.8461102480339,744006.1992577191,0.7851732564895354
sample_232,233.77682181517193,1528080.1229608299,0.6408321018044083
sample_233,231.28889983737798,1482255.2203418913,0.644759372580859
sample_234,272.60044727299015,2107553.4222508515,0.6071006411716219
sample_235,228.12631986926897,798675.710805824,0.7646050940808723
sample_236,224.51487915531825,1343479.673255894,0.6583973023687795
sample_237,217.55682038581696,1135198.5229711356,0.6856716903378464
sample_238,235.86780280962583,1560117.9772607822,0.6383502382903974
sample_239,234.4273030649899,1534586.5315384588,0.6404088274723112
sample_240,317.8980557675901,2693626.0918821995,0.5885163799532976
sample_241,249.8139150104237,1779662.5329601478,0.6234171710922243
sample_242,219.40861469809892,1200583.608092263,0.6761041372905963
sample_243,224.49521287550806,1338904.3410913523,0.6589501548941354
sample_244,224.32031730918524,1333011.9289668058,0.6596434530984905
sample_245,313.2707483856395,2630678.701985236,0.5902247430606418
sample_246,255.6537327549769,1862333.7169052053,0.6188444074027258
sample_247,327.31419680792817,2805921.0167729273,0.5860218153149899
sample_248,228.51669450454182,1418657.7037285878,0.6508413384902596
sample_249,220.81444968238688,891428.4764481487,0.7362649200606488
sample_250,344.7100176554662,3019653.3026582645,0.5816006957882589
sample_251,230.95679327380358,779466.3561547976,0.7715541248942785
sample_252,349.9998932513009,3178711.8509863103,0.5755529601801889
sample_253,240.21748024307362,723365.6016746786,0.7939521296890203
sample_254,299.5469055449379,2449895.9638761356,0.5954006481479605
sample_255,218.09634255112746,966738.7661063452,0.717692288615425
sample_256,258.69541699924923,1900276.8762213949,0.6170009540637271
sample_257,219.59931747451967,921461.345178736,0.728499525302173
sample_258,226.48846458455196,819923.0731595145,0.7576167837958591
sample_259,349.9999843310692,3774800.9603256546,0.548374962272416
sample_260,227.32286488621025,812195.2073025105,0.7601780314213805
sample_261,273.8671782988322,2107979.858056605,0.6075167783390539
sample_262,302.81836387311006,2486743.778221883,0.5944423309200846
sample_263,227.71779552783426,808880.0645610626,0.7612843776571145
sample_264,217.5792150648151,1064849.042147018,0.6979195074173573
sample_265,231.7674233173364,775835.1957495615,0.7729457549499106
sample_266,232.07525989779765,773732.3576960072,0.7737274710229695
sample_267,242.2825584924033,1648162.3519644968,0.6322328159553097
sample_268,236.52728089101518,745705.2158231942,0.7846763709256802
sample_269,217.93324255122158,997230.1809258164,0.7111698629904719
sample_270,219.3556880233066,1168555.2858923974,0.6809819228666495
sample_271,236.26661049117632,747196.2979841924,0.784034720214494
sample_272,295.591747269612,2388584.562761673,0.5975369475790785
sample_273,276.10397566824327,2131449.835128375,0.6067260638581922
sample_274,234.9291444607053,755829.8050950626,0.7806120536835338
sample_275,218.37418449729066,979954.1486214647,0.7149310139391294
sample_276,311.3568095208826,2586325.5358366873,0.5918909928574031
sample_277,231.92390669689772,1465640.642372686,0.6468148270976857
sample_278,226.6408173316047,1360911.152742074,0.6570134551228473
sample_279,235.04540462023363,755998.5335519888,0.7805834389168788
sample_280,238.98120841224534,1586349.526215715,0.6369195364942946
sample_281,227.86145116874513,812163.7016363925,0.7603165960874985
sample_282,244.25713890497428,1670768.6382116592,0.6308837467978434
sample_283,229.84667180149427,1421739.9766742727,0.6509900839764676
sample_284,236.86789347153257,745450.8142096335,0.7847953417130513
sample_285,250.2661325820682,682913.5019199863,0.8128042418695552
sample_286,227.43131421831066,816857.9478467419,0.7587471146239054
sample_287,278.5867161832456,2157152.7818227587,0.6058954539722148
sample_288,229.97104603231583,1422177.8990355332,0.6509724868523217
sample_289,228.82841635909506,804230.3408189206,0.7629839437070887
sample_290,235.67829087181732,753475.3171808015,0.7816105501980753
sample_291,226.39525503028617,828727.7049904655,0.7549313905466942
sample_292,228.67344833681048,806261.6173202846,0.7623088036757419
sample_293,233.20751513312516,1480199.0260659044,0.6456990071792507
sample_294,225.33633029535937,841232.0667827385,0.7510165613380786
sample_295,284.6342392935139,2232975.8926680605,0.6031393643779235
sample_296,246.95812309544237,1706786.3902192735,0.6286188129735633
sample_297,297.01592494835296,2392245.0778407417,0.5977964454102104
sample_298,221.28191749117374,905915.0797921411,0.7327450050760792
sample_299,250.7681248986323,1761962.306383535,0.62524701776755
sample_300,287.48438615106954,2267864.7451711423,0.6019481301341671
sample_301,251.24163714360344,680266.4155199026,0.8141100378081826
sample_302,226.17118085645563,833147.2967144886,0.7535412429611126
sample_303,219.08909290520347,976996.8485302486,0.715764324370387
sample_304,218.99631221375967,1103987.5171826477,0.6914358433176746
sample_305,225.28978282618397,844443.4843962196,0.7500694310803436
sample_306,218.6556794494673,1065626.2744580598,0.6981196878725724
sample_307,241.32924553218106,723545.2771241533,0.7940067481885189
sample_308,349.99998582735356,3821643.6820913875,0.5461143527080101
sample_309,266.00156712006196,1975468.7331287893,0.6139689658847765
sample_310,240.14404000776165,1592315.4514732491,0.636720832041521
sample_311,227.66737983086998,819555.6405953007,0.7579494899282213
sample_312,251.15745550569576,681389.1339364442,0.8135640229486263
sample_313,218.76779902678794,1056277.7809863964,0.6998702666852861
sample_314,232.36869055069764,779054.0578541956,0.7719252607815115
sample_315,232.29892754363277,779684.6168727117,0.7716948826045155
sample_316,340.75450298674804,2929340.9206341053,0.58435904337643
sample_317,229.9932495198804,798381.7300438976,0.7650414947447787
sample_318,224.34096770355464,860113.4583013282,0.745431640188483
sample_319,250.21481096416176,685343.2859025631,0.8116003904622656
sample_320,232.6631985235593,777560.142813181,0.7724762408878648
sample_321,349.9999995555368,3174881.7488760157,0.575260867120213
sample_322,230.46202331222167,795718.1405537443,0.7660189623655801
sample_323,218.93933878650643,1023470.7094069817,0.7061615221946681
sample_324,243.87345255839062,712818.6603966802,0.7987659345255529
sample_325,280.23434356809474,2160359.1324997675,0.6062252863361636
sample_326,238.26133461793813,742139.2454615406,0.7862394886382871
sample_327,349.99998571688263,3801970.5985564133,0.5467983162356675
sample_328,223.52713724546976,1252425.944653884,0.6700718052623204
sample_329,304.8612010694894,2475762.87800052,0.5956641466014578
sample_330,271.4263707186274,2039012.110167058,0.6113497697664845
sample_331,221.46517277955942,919067.5113336266,0.7295882381814397
sample_332,230.81403163952598,794866.498888475,0.766387504567624
sample_333,222.8452786666051,890230.7685357094,0.7370957434736444
sample_334,238.20356113583887,743504.7481858314,0.7857169827195298
sample_335,220.62253856559903,1152203.246276396,0.6839829681113141
sample_336,300.2648949857735,2413468.8661529385,0.597634081013229
sample_337,242.80621142537606,719243.9673497224,0.7959615000065154
sample_338,220.89277828363709,1157782.216418427,0.6832071994784744
sample_339,253.24574278330414,675764.7089007425,0.8164411398681172
sample_340,241.20683253742476,1592469.9552027455,0.6371235496020806
sample_341,276.7983427452357,2105460.3450433356,0.6086721820764616
sample_342,253.66418296423913,1783808.5498769311,0.6244502654727754
sample_343,228.7072707582974,816385.7685108719,0.7591599625586632
sample_344,221.6048916203887,1179216.919749599,0.6801115903143078
sample_345,257.2675137858776,1834513.7550334837,0.6216089883745636
sample_346,252.24234216356788,679835.3999501279,0.8143933068337882
sample_347,231.02185355469345,795415.7122814681,0.7662304848905871
sample_348,232.63987311797507,782278.1826093099,0.7708788388889268
sample_349,233.34129488764938,777257.9607086976,0.7727225484127911
sample_350,236.95263916442002,752944.5161155037,0.7819833562149997
sample_351,230.14293653263726,804121.8241685695,0.7632736769772552
sample_352,222.77212676865375,1214359.482828121,0.6752214967469876
sample_353,349.9999990567481,3468794.122943602,0.5610102507107638
sample_354,231.5708412572022,1417095.8948669503,0.6521222208781771
sample_355,235.50912837488076,1489487.0491467295,0.6455221204758544
sample_356,229.43113224484222,811335.1629683321,0.7608431010129193
sample_357,349.9999990893489,3485009.4488056106,0.5602499048453906
sample_358,232.9070729500967,781587.735364075,0.7711491113693001
sample_359,221.2289624543441,1152998.6097053073,0.6840580615322012
sample_360,227.82683313699937,828034.5814646776,0.7554019917082183
sample_361,220.45230666311843,972803.7390305799,0.717049127504643
sample_362,236.26657575594433,758429.2130682936,0.779838159242693
sample_363,255.87488798335633,1806888.5101785483,0.6233262985826764
sample_364,234.67077127054495,1470001.7179215369,0.6473200887661281
sample_365,222.18235611014362,918060.4475681206,0.7299961901988791
sample_366,225.15524483269053,863217.4705189995,0.7447810736421681
sample_367,238.98945390185702,742468.6495357818,0.7862043238257657
sample_368,231.33278047477356,796310.5410207859,0.7659953476489181
sample_369,220.56326274715397,979053.1102683516,0.7157603668734176
sample_370,312.18105819448215,2548531.3631577115,0.5940473891643805
sample_371,254.46222073135445,1782075.231896704,0.6248705815162078
sample_372,349.999940880411,3182281.6253894567,0.5745654515231503
sample_373,229.99130759674802,809472.3891844408,0.7615466745717254
sample_374,225.74454503200056,857527.06908645,0.7464888118618097
sample_375,223.22634858738215,1209439.5921049106,0.6761105085446804
sample_376,285.277448468769,2201610.7614166755,0.6052770086382732
sample_377,349.98110865491367,3021220.7323754863,0.5828398172606282
sample_378,248.83209120125025,1695307.2981538514,0.630301611771404
sample_379,237.3401079742432,753741.0589285891,0.7817195636674962
sample_380,254.60213280110264,1780103.1888923745,0.6250782063044864
sample_381,229.47897217740257,816014.523099374,0.7594106531349166
sample_382,222.41784915110992,921755.9257674594,0.729174331242281
sample_383,242.68048710606283,1596344.3517506337,0.6372611550084852
sample_384,224.58753425889174,1242140.3835066818,0.6718767470880785
sample_385,224.01970467995096,1226288.6505532705,0.673925985487959
sample_386,237.50898636740558,753854.0988745884,0.7817256560060812
sample_387,233.85949575336028,779166.9412375531,0.7721617044950657
sample_388,225.07045296382375,872233.3544643974,0.7423457473204695
sample_389,247.9360086660423,1676675.9088141024,0.6316435213864413
sample_390,249.69886668040735,692864.708910759,0.8080951567569559
sample_391,224.0776529341978,1223159.402753851,0.6744022105157275
sample_392,349.15198399443307,2986420.489961481,0.5842663812811195
sample_393,233.59074844609427,781799.0288919046,0.7712033503808985
sample_394,221.8643902958019,1140792.4104485516,0.6862503209802324
sample_395,236.41655727958255,761882.761032305,0.7786239672591673
sample_396,229.05739515209106,1342685.1150326962,0.6601300252852221
sample_397,258.8304366714706,660071.5065054588,0.8245780847381639
sample_398,249.43540454522704,694340.6967453412,0.8073770331740822
sample_399,230.16055425847424,1364748.8210347157,0.657800571974988
sample_400,228.40869255028016,1326753.0098061482,0.6618966311152
sample_401,274.16188535323687,2042754.559735677,0.6120019243123679
sample_402,220.80496578491218,1037973.9179504215,0.70395585152705
sample_403,349.99970996314784,3168081.7607126106,0.5750832717074565
sample_404,236.969238139894,1490982.7155595422,0.6458830495371685
sample_405,243.02015373689738,724344.3309333039,0.7938561738249413
sample_406,261.606945391572,651886.9828510899,0.8289982285739521
sample_407,222.67602671499054,928836.3688982646,0.7275620209211342
sample_408,235.00098783650935,773466.7886574009,0.7743006431705564
sample_409,223.5628893662195,1193222.5950407563,0.6786346500435368
sample_410,258.4417632418198,1821194.3194875168,0.6230775048273788
sample_411,242.003747397082,1572453.7518817112,0.6393449805317404
sample_412,244.35201362609016,718357.4807559251,0.7964726340346236
sample_413,221.40266665760822,985381.3839408561,0.7146576985826324
sample_414,230.23274006879745,1357512.182589462,0.6587186873840488
sample_415,276.41766079231735,2066666.3332790295,0.6111233622811296
sample_416,234.91037536071494,775349.6762429428,0.7736430870218409
sample_417,244.43516807430296,718580.8061464882,0.7964057208779197
sample_418,229.76888364522424,820693.1899957849,0.7580471818951855
sample_419,221.3229751286095,1006652.9672075729,0.7102662106695494
sample_420,224.00209884895136,903529.4298267338,0.7340265582477555
sample_421,235.3744043480006,1453838.1579470274,0.6493451918804893
sample_422,318.96221972394034,2603886.9567876095,0.5932895916964113
sample_423,242.58614590479166,1575457.0049726674,0.6392700294082192
sample_424,221.33142149868243,1010086.6198177262,0.7095528135980224
sample_425,221.50764237313015,994304.162210357,0.7128165118137113
sample_426,221.92937008297193,1108487.2217674232,0.6916108292048638
sample_427,261.8365901078032,652122.2908228842,0.8288472844169932
sample_428,222.5029743484163,947101.4164032129,0.7232941727531931
sample_429,221.41104363837468,1044568.8353575642,0.7028917951287799
sample_430,261.87216895958824,652207.650160048,0.8288087653541868
sample_431,221.41283190848404,1023544.5622873923,0.7069130254624625
sample_432,240.86755614417976,738916.0368813316,0.7878367871489416
sample_433,349.9865668697578,3070159.5820007804,0.5799177119744968
sample_434,230.03558701382352,820685.3090230547,0.7580858520933648
sample_435,238.7584763676426,751420.679926579,0.7827821815407223
sample_436,265.6339386440592,1911323.2881856933,0.6185535557622799
sample_437,221.90683369521878,984906.4955648537,0.7148966628569494
sample_438,223.21208642509683,1157168.0773809648,0.6840597158671895
sample_439,222.42163365962676,1119557.2135059373,0.6899089621266464
sample_440,242.71400328354537,1571696.0120618471,0.6396581536537128
sample_441,222.3684368330205,964651.8843958055,0.7193681351489796
sample_442,255.64285825385113,673425.1675023865,0.8176570277220602
sample_443,222.70871511365087,1129640.71615852,0.6883299199137548
sample_444,222.47272198295082,1115193.8317661362,0.6906607574846259
sample_445,222.59192776112283,1122096.1300874762,0.6895359219736444
sample_446,234.1617712540443,784936.0223859526,0.7702292823705753
sample_447,260.5228332737383,1835623.9921322449,0.6226309875876975
sample_448,225.2475675084994,1218494.0971785127,0.6754625966144086
sample_449,232.30459681255232,801233.3601878285,0.7645681993357716
sample_450,221.83662836558014,1037690.5074200438,0.7043197067709758
sample_451,238.9892122396192,751805.1189227133,0.782671133384486
sample_452,260.92261239964296,1838831.6595868953,0.6225185790490608
sample_453,229.35215220818216,1318761.8733352094,0.6632372453738684
sample_454,222.04446583098738,1003198.5320460949,0.7111598072103776
sample_455,241.80377017986848,735555.329518591,0.7892279661579823
sample_456,235.63835065117664,775130.0500081505,0.7738168688130281
sample_457,323.29710755909593,2640141.17249612,0.5927614896791376
sample_458,229.04798048637855,836256.6897114438,0.7532381376435859
sample_459,232.5191581739319,1382700.4913479,0.6564569623027922
sample_460,284.6812915351772,2154901.16209877,0.6080350572055382
sample_461,233.43449897066614,1398862.6589190683,0.6548856880273608
sample_462,245.5985769135663,1607466.661267483,0.6372227362457012
