Day,True_Rate,Synthetic_Rate,Synthetic_Cum
47,612.7023746905296,372.56346698828503,29048.5113686825
48,606.7787108177223,445.59570712238747,29494.107075804888
49,600.9847574053099,624.6468778215728,30118.75395362646
50,595.314781362475,683.2387954851674,30801.992749111625
51,589.7634282752183,609.976777277664,31411.96952638929
52,584.3256901351649,570.8104376512739,31982.779964040565
53,578.9968763930062,544.1292565496884,32526.909220590253
54,573.7725879377496,404.1055101905513,32931.01473078081
55,568.6486936572718,486.780999909191,33417.79573069
56,563.6213092817396,511.69614384288224,33929.49187453288
57,558.6867782506688,676.8068204073529,34606.29869494023
58,553.8416543778491,591.9036787716658,35198.2023737119
59,549.0826861170017,355.47172126926046,35553.674094981165
60,544.4068022556241,579.6935057437302,36133.367600724894
61,539.8110988856376,498.23676109505385,36631.60436181995
62,535.2928275177156,462.8225292071707,37094.42689102712
63,530.8493842219743,595.7909804768458,37690.21787150396
64,526.478299691413,635.0380748086784,38325.25594631264
65,522.1772301364072,619.4358847526471,38944.69183106528
66,517.9439489289393,431.0104213312799,39375.702252396564
67,513.776338924328,482.00313844134195,39857.70539083791
68,509.67238539614146,543.4395500517346,40401.144940889644
69,505.63016952695864,604.283179128574,41005.428120018216
70,501.6478624037433,453.5725159769368,41459.00063599515
71,497.72371947199684,479.2423441883009,41938.24298018345
72,493.8560754075997,384.5820257378425,42322.825005921295
73,490.0433393694579,372.8047216413863,42695.62972756268
74,486.28399059978676,565.3076504756316,43260.93737803831
75,482.57657434216816,613.4745077368545,43874.41188577517
76,478.91969805044323,472.02228491367737,44346.434170688844
77,475.31202786411797,570.7102792092005,44917.14444989804
78,471.75228532827856,505.8728095829298,45423.01725948097
79,468.2392443380963,407.82516705731996,45830.84242653829
80,464.7717282898509,498.36502032355145,46329.207446861845
81,461.34860742207076,603.2628130427304,46932.47025990458
82,457.9687963318752,454.68735473017057,47387.15761463475
83,454.6312516529419,596.8984323796532,47984.056047014405
84,451.33496988273123,214.85845435177575,48198.914501366184
85,448.078985347678,521.7344333907112,48720.64893475689
86,444.86236829604184,452.60716128197384,49173.256096038866
87,441.6842231089873,415.27085725010863,49588.52695328897
88,438.54368662126586,446.5919084670877,50035.11886175606
89,435.4399265435885,262.346554108762,50297.465415864826
90,432.3721399794381,413.37613913191245,50710.84155499674
91,429.3395520296555,460.0040623250578,51170.8456173218
92,426.34141447868126,552.3589019756248,51723.204519297426
93,423.3770045568176,379.49226604407664,52102.696785341504
94,420.4456237733219,352.46010433628857,52455.15688967779
95,417.5465968155544,375.645207620163,52830.80209729795
96,414.67927050976346,490.5989269881212,53321.401024286075
97,411.8430128394408,438.9217823347516,53760.322806620825
98,409.0372120174776,365.6988846601415,54126.02169128096
99,406.26127560864285,447.965412029644,54573.98710331061
100,403.51462969915946,411.34907197461473,54985.33617528522
101,400.7967181103922,478.442664754323,55463.778840039544
102,398.10700165387834,342.20855121281005,55805.987391252354
103,395.4449574251335,369.53048870289706,56175.51787995525
104,392.81007813384446,362.0052712800924,56537.52315123534
105,390.2018714682337,275.98861713165616,56813.511768366996
106,387.6198594915338,410.57627952920683,57224.088047896206
107,385.06357806865157,405.16815350450634,57629.25620140071
108,382.5325763212355,382.923789069905,58012.17999047062
109,380.0264161094817,362.1965545970909,58374.37654506771
110,377.5446715391244,270.6715351564223,58645.04808022413
111,375.0869284921614,343.53121607203093,58988.57929629616
112,372.6527841799614,347.1100804274434,59335.6893767236
113,370.24184671748867,310.8345231702735,59646.52389989388
114,367.8537347174625,355.98782443888143,60002.51172433276
115,365.4880769033441,395.02323102900294,60397.53495536176
116,363.14451174011754,500.13612336935586,60897.67107873112
117,360.82268708189173,373.4210141880645,61271.09209291918
118,358.5222598354177,376.9897694561017,61648.08186237528
119,356.2428956386645,350.9387299184622,61999.02059229374
120,353.984268553658,218.14130351976905,62217.16189581351
121,351.7460607728284,349.8808305238117,62567.04272633732
122,349.52796233816156,353.73839084853887,62920.781117185856
123,347.32967087249284,518.4410853142485,63439.2222025001
124,345.1508913223173,331.87217963235224,63771.094382132454
125,342.9913357115322,363.6769608569859,64134.77134298944
126,340.8507229055571,338.48441654608445,64473.255759535525
127,338.7287783853144,259.55580158359226,64732.81156111912
128,336.62523403057725,413.5658335088976,65146.37739462801
129,334.53982791222586,384.85013738353615,65531.22753201155
130,332.47230409297424,385.0715469018849,65916.29907891343
131,330.422412436158,270.32601310566696,66186.62509201911
132,328.38990842219357,420.5226074828895,66607.14769950199
133,326.3745529723444,234.8688501818171,66842.0165496838
134,324.376112279445,362.4485967895541,67204.46514647336
135,322.39435764525905,463.63246453194944,67668.09761100532
136,320.42906532415805,256.9497395579075,67925.04735056323
137,318.4800163728312,282.4091143336736,68207.4564648969
138,316.5469965057467,322.85586456898477,68530.31232946589
139,314.62979595610324,282.94810749141413,68813.2604369573
140,312.7282093420227,215.74096972412895,69029.00140668142
141,310.84203553774825,315.10448646799404,69344.10589314942
142,308.97107754962434,243.3268529266399,69587.43274607605
143,307.1151423966475,336.20462375114715,69923.63736982721
144,305.27404099538546,249.13877072065728,70172.77614054787
145,303.44758804907485,397.5123594164449,70570.28849996431
146,301.63560194071607,254.38418627953837,70824.67268624385
147,299.83790462999303,280.52465459377936,71105.19734083764
148,298.0543215538539,346.54878601295314,71451.74612685059
149,296.2846815305988,223.34743313019626,71675.09355998079
150,294.52881666732395,307.92751774296016,71983.02107772375
151,292.786562270585,369.3293289552363,72352.35040667899
152,291.0577567601428,197.48366390395694,72549.83407058295
153,289.3422415856659,300.0267164857354,72849.86078706868
154,287.639861146268,302.59039131665213,73152.45117838534
155,285.9504627127652,330.6629851015942,73483.11416348693
156,284.27389635254207,213.94733671707024,73697.061500204
157,282.61001485692225,207.97516224858853,73905.03666245259
158,280.9586736709439,310.2874756728358,74215.32413812543
159,279.31973082544414,295.91046662279933,74511.23460474823
160,277.6930468713607,291.60507143776834,74802.83967618599
161,276.07848481616594,295.2078641652057,75098.0475403512
162,274.47591006234836,237.1458291983181,75335.19336954951
163,272.88519034786236,285.56090921961743,75620.75427876913
164,271.30619568847334,287.2086712468087,75907.96295001595
165,269.738798321922,231.20113970632332,76139.16408972227
166,268.18287265384157,368.2566262784651,76507.42071600074
167,266.6382952053609,291.90669565418006,76799.32741165491
168,265.10494456233056,201.94085504576682,77001.26826670069
169,263.5827013261107,298.19393607193285,77299.46220277261
170,262.0714480658639,210.98420072191809,77510.44640349453
171,260.57106927229785,301.58936463328456,77812.03576812781
172,259.0814513128034,319.1155761315706,78131.15134425939
173,257.60248238793855,215.32052189608072,78346.47186615547
174,256.13405248921043,305.48473890015396,78651.95660505562
175,254.67605335810563,275.70113683284325,78927.65774188846
176,253.22837844632866,294.8621707064755,79222.51991259493
177,251.79092287720206,347.3099739990897,79569.82988659402
178,250.36358340818936,238.07633379853672,79807.90622039256
179,248.9462583945005,211.41829880781663,80019.32451920037
180,247.53884775374217,203.50097235977634,80222.82549156014
181,246.14125293157792,205.9803397924058,80428.80583135255
182,244.75337686836093,240.9791961200759,80669.78502747264
183,243.37512396670903,259.9807047992067,80929.76573227184
184,242.00640005998773,255.3985889151034,81185.16432118695
185,240.6471123816712,280.4589644398728,81465.62328562682
186,239.29716953555234,239.91943272055042,81705.54271834737
187,237.9564814667723,307.1320524052537,82012.67477075262
188,236.62495943364272,224.10007694788916,82236.77484770051
189,235.30251598023574,363.3150457383154,82600.08989343882
190,233.98906490971353,263.2689284393284,82863.35882187815
191,232.68452125837672,192.79506212683216,83056.15388400499
192,231.3888012704048,181.8302949872388,83237.98417899224
193,230.10182237326993,252.30537877172793,83490.28955776396
194,228.82350315379824,218.59679568124497,83708.8863534452
195,227.55376333486183,260.0484632255831,83968.93481667078
196,226.29252375267868,247.7105510325727,84216.64536770336
197,225.0397063347027,221.76182691130703,84438.40719461466
198,223.79523407808435,185.89355440789035,84624.30074902254
199,222.55903102868484,155.13044493216915,84779.43119395472
200,221.3310222606264,201.56550010149672,84980.99669405622
201,220.11113385636102,257.811715786713,85238.80840984292
202,218.89929288724372,228.27228672758054,85467.0806965705
203,217.69542739459274,163.4571002238479,85630.53779679435
204,216.49946637122332,223.99818197771438,85854.53597877207
205,215.31133974344004,231.90397999460959,86086.43995876667
206,214.13097835347315,176.27872684572492,86262.71868561239
207,212.95831394234835,219.50572181690205,86482.22440742928
208,211.79327913317258,214.25892220393615,86696.48332963322
209,210.63580741482812,162.48571310788415,86858.96904274111
210,209.48583312605956,224.47610977896633,87083.44515252007
211,208.34329143994378,231.71043024237338,87315.15558276244
212,207.20811834873086,252.09152038345144,87567.24710314588
213,206.0802506490464,249.51380885261284,87816.7609119985
214,204.9596259274427,148.48630626580632,87965.24721826431
215,203.8461825462907,165.61177168968658,88130.858989954
216,202.7398596300022,223.62349518567908,88354.48248513967
217,201.64059705157268,222.36061823130225,88576.84310337098
218,200.54833541943498,221.20672664949683,88798.04983002048
219,199.46301606461802,353.1585047072425,89151.20833472772
220,198.38458102819726,221.03575598356477,89372.24409071129
221,197.3129730490334,242.12533956030597,89614.3694302716
222,196.24813555178798,233.69234903151974,89848.06177930313
223,195.1900126352098,220.61902594977857,90068.68080525291
224,194.13854906068474,181.89736631709778,90250.57817157
225,193.09369024104038,222.40412375392256,90472.98229532392
226,192.05538222960064,162.37033383466334,90635.35262915859
227,191.0235717094813,181.9759844881334,90817.32861364672
228,189.99820598312175,171.55456531569519,90988.88317896242
229,188.97923296204536,192.07373537417632,91180.9569143366
230,187.96660115684335,274.98230188008137,91455.93921621668
231,186.96025966737517,117.13938261241425,91573.07859882909
232,185.96015817318062,211.48356888318094,91784.56216771227
233,184.9662469240972,125.30664651432207,91909.86881422659
234,183.97847673107833,166.6134155733192,92076.4822297999
235,182.99679895720595,222.85169365071926,92299.33392345063
236,182.02116550889366,184.36123030783168,92483.69515375845
237,181.0515288272744,142.02606088133197,92625.72121463978
238,180.0878418797689,154.32434162192462,92780.0455562617
239,179.13005815182913,203.47733500913327,92983.52289127083
240,178.17813163885344,152.15105926870905,93135.67395053954
241,177.23201683826812,184.9046953169842,93320.57864585653
242,176.29166874177176,177.898455882627,93498.47710173916
243,175.3570428277377,152.5045008154013,93650.98160255456
244,174.42809505377127,249.22091173433307,93900.20251428889
245,173.50478184941738,195.50237818491388,94095.7048924738
246,172.58706010901534,102.6843790424547,94198.38927151627
247,171.6748871846959,178.07679187532415,94376.46606339159
248,170.7682208795197,148.16580144139078,94524.63186483298
249,169.86701944074989,198.82708141150457,94723.45894624449
250,168.97124155325938,142.1885989273235,94865.64754517181
251,168.0808463330667,164.22384669566654,95029.87139186748
252,167.19579332099858,184.08214306622858,95213.95353493371
253,166.3160424764768,195.1138380060425,95409.06737293975
254,165.44155417142417,125.72577356148737,95534.79314650124
255,164.57228918428908,153.56236236082535,95688.35550886206
256,163.70820869418483,148.15771947061236,95836.51322833268
257,162.8492742751404,141.57043599766772,95978.08366433035
258,161.99544789046155,219.1945579673517,96197.2782222977
259,161.1466918871979,174.19898448643298,96371.47720678413
260,160.30296899071513,119.87828070418293,96491.35548748831
261,159.46424229936866,188.73747428387128,96680.09296177218
262,158.63047527927674,225.95820450907203,96906.05116628126
263,157.80163175919168,190.3865723291217,97096.43773861039
264,156.9776759254647,109.276242700182,97205.71398131058
265,156.15857231710478,141.03511201988664,97346.74909333047
266,155.34428582092812,194.70576735472156,97541.45486068519
267,154.53478166679542,132.66287239446422,97674.11773307965
268,153.73002542293654,167.3756998173591,97841.49343289701
269,152.92998299135985,176.62293751445517,98018.11637041147
270,152.13462060334416,123.93097747950205,98142.04734789097
271,151.3439048150112,149.54214485063184,98291.58949274161
272,150.55780250297832,52.958184893883654,98344.54767763549
273,149.7762808600872,119.09048664446983,98463.63816427997
274,148.99930739120947,141.47281146587767,98605.11097574585
275,148.22684990912566,111.23585582267867,98716.34683156853
276,147.45887653047643,195.60158391315824,98911.94841548169
277,146.69535567178502,104.73633605161066,99016.6847515333
278,145.93625604554893,133.0925670691403,99149.77731860244
279,145.1815466563989,148.97777050062794,99298.75508910307
280,144.43119679732484,186.064162007692,99484.81925111076
281,143.68517604596607,102.42275485197462,99587.24200596273
282,142.94345426096535,176.1967831818004,99763.43878914454
283,142.20600157838518,142.4970421166858,99905.93583126122
284,141.47278840818439,113.70143526608254,100019.6372665273
285,140.7437854307551,153.75142387645835,100173.38869040375
286,140.01896359351693,145.5933900470046,100318.98208045076
287,139.29829410756932,122.5764566910108,100441.55853714177
288,138.5817484443988,140.5164074409951,100582.07494458277
289,137.86929833264168,127.24471528517023,100709.31965986794
290,137.16091575489995,140.2749443606452,100849.59460422858
291,136.45657294460966,154.5269894819386,101004.12159371052
292,135.75624238296066,178.81857904617667,101182.94017275669
293,135.059896795867,101.62405009109122,101284.56422284778
294,134.3675091509862,191.68958544868318,101476.25380829646
295,133.6790526547872,81.48840310695996,101557.74221140343
296,132.9945007496652,128.95718416256562,101686.69939556599
297,132.31382711110336,147.88232734016088,101834.58172290615
298,131.6370056448798,139.03479126072017,101973.61651416688
299,130.96401048431878,114.65376519584586,102088.27027936272
300,130.29481598758593,124.87136592494124,102213.14164528767
301,129.62939673502632,116.84791398510059,102329.98955927277
302,128.96772752654394,113.76592084907817,102443.75548012185
303,128.3097833790229,150.11223558444914,102593.8677157063
304,127.65553952378853,136.77054041963166,102730.63825612594
305,127.00497140410808,109.40437873776578,102840.0426348637
306,126.35805467273025,149.09239272144544,102989.13502758514
307,125.71476518946265,133.44118261143012,103122.57621019657
308,125.07507901878657,145.4088377678188,103267.98504796438
309,124.43897242750818,140.10904564744743,103408.09409361183
310,123.80642188244543,103.27944067031333,103511.37353428215
311,123.17740404815065,109.37707478245956,103620.7506090646
312,122.551895784667,140.86834538778982,103761.6189544524
313,121.92987414531908,136.81434807458854,103898.43330252699
314,121.31131637453669,120.8041963989133,104019.2374989259
315,120.69619990571114,123.52839376776129,104142.76589269366
316,120.08450235908329,150.7700529975679,104293.53594569123
317,119.47620153966328,105.34046104413365,104398.87640673536
318,118.87127543518109,131.87810813256706,104530.75451486793
319,118.26970221406665,113.48704925542087,104644.24156412335
320,117.67146022346023,112.54848721407086,104756.79005133742
321,117.07652798725175,142.80472375993628,104899.59477509736
322,116.48488420414859,135.71458977056494,105035.30936486792
323,115.8965077457714,134.75309291177294,105170.0624577797
324,115.31137765477752,145.41868960519378,105315.4811473849
325,114.72947314301116,115.2114250799123,105430.6925724648
326,114.1507735896808,129.7198654347011,105560.4124378995
327,113.5752585395616,106.527533120295,105666.9399710198
328,113.0029077012244,120.3292557832432,105787.26922680305
329,112.43370094528925,109.50720789431269,105896.77643469737
330,111.86761830270365,114.0377598204452,106010.81419451782
331,111.30463996304543,124.55338765059199,106135.36758216842
332,110.74474627284893,92.62201788087133,106227.98960004929
333,110.18791773395498,156.29907713411572,106384.2886771834
334,109.63413500188345,87.57536591836752,106471.86404310177
335,109.08337888422874,82.59381958710068,106554.45786268887
336,108.53563033907737,133.67488907065126,106688.13275175952
337,107.99087047344723,125.08933916192957,106813.22209092145
338,107.4490805417482,120.86130063977583,106934.08339156123
339,106.9102419442642,120.34555602827142,107054.4289475895
340,106.37433622565534,106.11378775915595,107160.54273534866
341,105.84134507348088,86.84802316325666,107247.39075851192
342,105.31125031674205,106.90786487735996,107354.29862338927
343,104.78403392444416,90.5928867741602,107444.89151016343
344,104.25967800417874,124.5928118885098,107569.48432205194
345,103.73816480072381,100.68707222523746,107670.17139427717
346,103.21947669466336,86.17799896149644,107756.34939323868
347,102.70359620102518,96.10209985985405,107852.45149309853
348,102.19050596793619,110.63004081643655,107963.08153391497
349,101.68018877529634,90.2162649860208,108053.297798901
350,101.1726275334691,84.53538796725626,108137.83318686826
351,100.66780528198971,105.5740966332255,108243.40728350148
352,100.1657051882899,105.07315505682243,108348.4804385583
353,99.6663105464396,89.56127935725216,108438.04171791555
354,99.16960477590438,89.82706825540824,108527.86878617096
355,98.67557142031968,103.25510345368251,108631.12388962465
356,98.18419414628002,69.74839532112776,108700.87228494578
357,97.69545674214461,70.19489348499654,108771.06717843078
358,97.20934311685716,83.2414449540469,108854.30862338483
359,96.7258372987819,92.59666640510818,108946.90528978994
360,96.24492343455358,102.22957840379426,109049.13486819374
361,95.76658578794213,124.02455133159674,109173.15941952533
362,95.29080873873193,111.63622456222723,109284.79564408756
363,94.81757678161495,91.78458001258578,109376.58022410014
364,94.3468745250977,93.98805056891007,109470.56827466904
365,93.87868669042219,75.05545866626602,109545.6237333353
366,93.41299811049971,93.0671246030044,109638.69085793832
367,92.94979372885841,87.58364153972244,109726.27449947804
368,92.48905859860349,98.4586457661968,109824.73314524423
369,92.03077788139053,76.80463643685515,109901.53778168108
370,91.57493684641113,101.08676169501896,110002.62454337609
371,91.12152086939095,119.05462103908934,110121.67916441518
372,90.67051543160055,88.69824768780042,110210.37741210299
373,90.22190611887731,97.47054557448996,110307.84795767747
374,89.77567862065995,102.1673076610272,110410.0152653385
375,89.33181872903435,82.16346783605772,110492.17873317456
376,88.89031233779126,92.87424247792701,110585.05297565249
377,88.4511454414945,88.67390789609613,110673.72688354859
378,88.01430413456137,89.73368290343222,110763.46056645202
379,87.57977461035303,74.03977008202114,110837.50033653404
380,87.14754316027643,87.57474345409585,110925.07507998814
381,86.71759617289646,95.35463911589954,111020.42971910404
382,86.28992013305881,111.33373333670541,111131.76345244075
383,85.86450162102294,102.33796390130159,111234.10141634205
384,85.44132731160529,122.2354807343756,111356.33689707643
385,85.02038397333278,71.97234708578416,111428.30924416221
386,84.6016584676057,99.36161298402314,111527.67085714624
387,84.18513774787073,87.27207214948153,111614.94292929572
388,83.7708088588034,120.45912145020834,111735.40205074594
389,83.35865893549993,69.88292671808604,111805.28497746402
390,82.94867520267839,69.0179123331488,111874.30288979717
391,82.54084497388911,72.64596988867224,111946.94885968584
392,82.13515565073415,47.2458544703112,111994.19471415615
393,81.73159472209552,73.13743545107182,112067.33214960723
394,81.33014976337225,68.98207515248632,112136.31422475971
395,80.93080843572623,83.36510658037213,112219.67933134008
396,80.53355848533624,86.03812345792885,112305.71745479801
397,80.13838774266092,110.20904897957217,112415.92650377758
398,79.74528412170939,94.90364792414782,112510.83015170172
399,79.35423561932058,70.19828589510423,112581.02843759683
400,78.9652303144503,64.77652602626944,112645.8049636231
